0,7
25,0
50,0
75,36
100,50
125,0
150,28
175,25
200,62
225,60
250,275
275,67
300,221
325,14
350,43
375,74
400,227
425,0
450,55
475,158
500,558
525,4
550,336
575,98
600,533
625,30
650,22
675,61
700,454
725,0
750,0
775,33
800,211
825,8
850,22
875,29
900,106
925,0
950,12
975,31
1000,679
1025,0
1050,8
1075,20
1100,308
1125,0
1150,0
1175,24
1200,599
1225,0
1250,55
1275,0
1300,28
1325,0
1350,0
1375,0
1400,240
1425,0
1450,0
1475,64
1500,136
1525,0
1550,0
1575,0
1600,235
1625,0
1650,0
1675,13
1700,52
1725,0
1750,81
1775,4
1800,122
1825,0
1850,0
1875,0
1900,5
1925,0
1950,0
1975,2
2000,48
2025,0
2050,0
2075,0
2100,2
2125,0
2150,0
2175,0
2200,10
2225,0
2250,0
2275,2
2300,0
2325,0
2350,0
2375,6
2400,8
2425,0
2450,0
2475,0
2500,69
2525,0
2550,0
2575,2
2600,8
2625,0
2650,0
2675,2
2700,2
2725,0
2750,0
2775,0
2800,8
2825,0
2850,0
2875,0
2900,10
2925,0
2950,0
2975,2
3000,28
3025,0
3050,0
3075,0
3100,0
3125,0
3150,0
3175,0
3200,162
3225,0
3250,0
3275,0
3300,0
3325,0
3350,0
3375,0
3400,0
3425,0
3450,0
3475,0
3500,73
3525,0
3550,0
3575,0
3600,100
3625,0
3650,0
3675,0
3700,0
3725,0
3750,0
3775,0
3800,0
3825,0
3850,0
3875,0
3900,0
3925,0
3950,0
3975,0
4000,0
4025,0
4050,0
4075,0
4100,0
4125,0
4150,0
4175,0
4200,0
4225,0
4250,0
4275,0
4300,56
4325,0
4350,0
4375,0
4400,0
4425,0
4450,0
4475,0
4500,0
4525,0
4550,0
4575,0
4600,0
4625,0
4650,0
4675,0
4700,0
4725,0
4750,0
4775,0
4800,0
4825,0
4850,0
4875,0
4900,0
4925,0
4950,0
4975,0
5000,6
