0,0
25,4
50,4
75,15
100,0
125,28
150,0
175,25
200,2
225,50
250,1
275,31
300,0
325,69
350,1
375,91
400,0
425,104
450,0
475,359
500,0
525,233
550,1
575,194
600,0
625,5
650,0
675,189
700,0
725,1
750,0
775,336
800,0
825,2
850,0
875,322
900,1
925,0
950,0
975,277
1000,0
1025,0
1050,0
1075,172
1100,0
1125,0
1150,0
1175,134
1200,0
1225,0
1250,0
1275,58
1300,0
1325,0
1350,0
1375,68
1400,0
1425,0
1450,0
1475,28
1500,0
1525,0
1550,0
1575,0
1600,0
1625,0
1650,0
1675,23
1700,0
1725,0
1750,0
1775,3
1800,0
1825,0
1850,0
1875,10
1900,0
1925,0
1950,0
1975,1
