100000004432068	12198001	1
100000004432068	13038008	1
100000004432068	13058013	1
100000004432068	13088010	1
100000004432068	13818121	1
100000004432068	13998199	1
100000004432068	14038104	1
100000004432068	14048051	1
100000004432068	14058041	1
100000004432068	14068044	1
100000004432068	17388355	1
100000004432068	17398345	2
100000004432068	17818031	1
100000004432068	18508003	1
100000004432068	19038012	1
100000004432068	19038021	1
100000004432068	1978035	1
100000004432068	2008031	1
100000004432068	22268017	1
100000004432068	22398010	1
100000004432068	23168002	1
100000004432068	4508003	1
100000004432068	8378004	1
100000012876314	13888121	1
100000012876314	18048119	1
100000015442593	12988009	1
100000015442593	13098007	1
100000015442593	14048009	1
100000015442593	1928030	5
100000015442593	1938030	16
100000015442593	2048026	15
100000015442593	2208006	5
100000015442593	2218005	5
100000015442593	4178008	1
100000015442593	5108035	1
100000015442593	5128003	5
100000015442593	5348007	1
100000015442593	5778594	1
100000015442593	5818739	5
100000015442593	6018002	1
100000015442593	6368052	1
100000015442593	6378006	5
100000015442593	6808033	1
100000015817887	10528005	11
100000015817887	10738008	16
100000015817887	12998008	5
100000015817887	13028011	5
100000015817887	13088009	5
100000015817887	13828047	5
100000015817887	13988044	7
100000015817887	14018056	6
100000015817887	14018080	5
100000015817887	14058027	6
100000015817887	14068020	6
100000015817887	14078149	5
100000015817887	16158372	5
100000015817887	17388355	1
100000015817887	1928030	5
100000015817887	1978031	5
100000015817887	2048026	5
100000015817887	20728029	5
100000015817887	2208006	5
100000015817887	3378004	5
100000015817887	3438002	5
100000015817887	5138002	5
100000015817887	6008002	5
100000015817887	6358063	5
100000015817887	7058043	1
100000015817887	7508030	1
100000037519916	13048009	1
100000037519916	13058018	1
100000037519916	13078015	1
100000037519916	14248087	1
100000037519916	16288010	1
100000037519916	17818026	1
100000037519916	18988026	1
100000037519916	19068005	1
100000037519916	23018076	1
100000037519916	23348002	1
100000037519916	23838009	1
100000037519916	24878018	1
100000037519916	24888009	1
100000037519916	24958008	1
100000037519916	24968006	1
100000037519916	25058007	1
100000037519916	25098001	2
100000037519916	25098006	1
100000037519916	25228014	1
100000037519916	25308011	1
100000037519916	25558006	1
100000037519916	26448003	1
100000037519916	5948003	1
100000065280012	1938027	2
100000065280012	1948024	1
100000065280012	1978037	6
100000065280012	2008030	1
100000065280012	2218003	1
100000065280012	2218004	1
100000065280012	5878079	1
100000065975993	25568009	1
100000070154345	18968013	1
100000070154345	19038016	1
100000072450649	13788084	1
100000072450649	13798058	1
100000072450649	13798106	2
100000072450649	13828098	1
100000072450649	13988044	1
100000072450649	14008032	1
100000072450649	14028041	1
100000072450649	14038049	1
100000072450649	14048062	1
100000072450649	14058032	1
100000072450649	14078097	1
100000072450649	14078148	1
100000072450649	14248012	1
100000072450649	56071	1
100000081484081	10808005	11
100000081484081	12248002	11
100000081484081	13018010	1
100000081484081	13048008	1
100000081484081	13088010	1
100000081484081	18218065	1
100000081484081	20608021	26
100000081484081	22628002	12
100000081484081	24928019	11
100000081484081	24968005	11
100000103436499	25538011	1
100000113683300	12258004	1
100000113683300	13458001	4
100000113683300	13798106	1
100000113683300	13798163	1
100000113683300	13818095	1
100000113683300	13898125	1
100000113683300	13998098	1
100000113683300	14029383	1
100000113683300	14248012	1
100000113683300	15208014	1
100000113683300	17328003	1
100000113683300	17818004	1
100000113683300	17818046	1
100000113683300	19038009	2
100000113683300	19058015	1
100000113683300	21498003	1
100000113683300	22188006	1
100000113683300	22618002	1
100000113683300	22838006	1
100000113683300	23168003	1
100000127119685	10848005	1
100000127119685	12298001	1
100000127119685	12298002	1
100000127119685	13798163	1
100000127119685	13818095	1
100000127119685	13998012	1
100000127119685	14029405	1
100000127119685	14048009	1
100000127119685	14048154	1
100000127119685	15728101	1
100000127119685	15728106	1
100000127119685	1718004	1
100000127119685	18218066	1
100000127119685	2038026	1
100000127119685	20728030	1
100000127119685	22048141	1
100000127119685	25088014	1
100000127119685	25098005	1
100000127119685	3358002	2
100000127119685	3388002	2
100000127119685	3438002	2
100000127119685	5428007	1
100000127119685	5818743	1
100000127119685	5818745	1
100000127119685	5908006	1
100000127119685	6008003	1
100000127119685	6318062	1
100000127119685	6358061	1
100000127119685	7048007	1
100000127119685	7178002	1
100000127119685	7268011	1
100000127119685	7428012	1
100000127119685	7428013	1
100000127119685	7478010	1
100000127119685	8288016	1
100000127119685	8298009	1
100000127119685	9028010	1
100000134586831	19838024	1
100000134586831	22858014	1
100000134586831	23178010	1
100000137923345	12258004	1
100000137923345	12288001	1
100000137923345	13028009	1
100000137923345	5818743	1
100000137923345	6428008	1
100000140823565	10048006	11
100000140823565	10068008	21
